sex,prof_pos,sectperf,unit,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 
F,TOTAL,GOV,PC_EMP_HC,LV	: 	0.2095 	0.2041 	0.2113 	0.2212 	0.1743 	0.1807 	0.2 	0.2179 	0.2543 	0.2597 	0.1756 	0.1794 	0.1882 	0.1884 	0.1833 	0.2018 	0.2128 	0.2287 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,GOV,PC_EMP_HC,MK	: 	: 	: 	0.1847 	0.1 	0.2362 	0.1908 	0.23 	0.231 	0.2449 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,GOV,PC_EMP_HC,MT	0.0239 p	0.013 	0.0136 	0.021 	0.031 	0.0429 	0.0491 	0.0509 	0.026 	0.0587 	0.05 	0.0432 	0.0178 	0.3844 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,GOV,PC_EMP_HC,NL	: 	0.1879 d	0.1883 d	0.2029 bd	0.128 d	0.1154 d	0.1087 d	0.1132 d	0.1284 d	0.136 d	0.126 d	0.1318 d	0.1183 bd	: 	0.108 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,GOV,PC_EMP_HC,NO	: 	0.3823 	0.3809 	0.3745 	0.3734 	0.3589 	0.3306 	0.3099 	0.3099 	: 	0.2693 	: 	0.2508 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,GOV,PC_EMP_HC,PL	: 	0.1856 	0.1872 	0.1834 	0.1818 	0.1805 	0.151 	0.1462 	0.1547 	0.1682 	0.1668 	0.1867 	0.2047 	: 	: 	0.1751 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,GOV,PC_EMP_HC,PT	: 	0.1705 	0.1628 	0.1601 	0.1977 	0.1793 	0.1651 	0.166 	0.1663 	0.1783 e	0.191 	0.1912 e	0.1916 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,GOV,PC_EMP_HC,RO	: 	0.1712 	0.1773 	0.1609 	0.1479 b	0.1269 	0.1187 	0.1455 	0.1206 	0.1141 	0.1467 	0.1346 	0.1299 	0.1142 	0.1 	0.0908 	0.1089 	0.1312 	0.1124 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,GOV,PC_EMP_HC,SE	: 	: 	0.2317 e	: 	0.2006 be	: 	0.0802 e	: 	0.0933 de	: 	0.1062 be	: 	0.0874 	: 	0.0815 	: 	0.0765 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,GOV,PC_EMP_HC,SI	: 	0.3767 	0.3866 	0.3642 	0.3693 b	0.4111 	0.3995 	0.3905 	0.3664 	0.3419 	0.3137 	0.222 	0.2225 	0.3326 	0.3584 	0.3779 	0.3929 	0.3928 	0.405 	0.3691 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,GOV,PC_EMP_HC,SK	: 	0.2698 d	0.2251 d	0.2667 d	0.2557 d	0.2594 d	0.2339 d	0.237 d	0.2404 d	0.2207 d	0.2199 d	0.2132 d	0.2456 d	0.2486 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,GOV,PC_EMP_HC,TR	: 	0.0474 	0.0474 	0.0526 	0.0532 	0.0525 	0.0548 	0.0512 	0.0531 	0.0527 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,GOV,PC_EMP_HC,UK	: 	0.0472 	0.0492 	0.0513 	0.0493 	0.0569 	0.0592 	0.0587 	0.0603 	0.0627 	0.0668 	0.0681 	0.0689 	0.0711 	0.0733 b	: 	0.0837 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,AT	: 	: 	0.3587 	: 	0.3506 	: 	0.3328 	: 	0.3034 	0.2814 	: 	0.2618 	: 	0.2194 	: 	: 	: 	0.1872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,BE	: 	: 	0.4793 	0.4756 	0.4796 	0.4671 	0.4593 	0.4468 	0.4207 	0.4116 	0.3891 	0.3894 	0.3776 	0.3686 	0.377 	0.3526 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,BG	: 	0.1587 	0.1427 	0.1328 	0.158 	0.1303 	0.1493 	0.1166 	0.1101 	0.0842 	0.0839 	0.0783 	0.075 	0.0691 	0.057 	0.0558 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,CY	: 	0.1147 	0.1212 	0.1172 	0.125 	0.1189 	0.1191 	0.0926 	0.1051 	0.1003 	0.099 	0.0832 	0.0589 	0.0466 	0.0319 	0.0313 	0.0317 	0.0281 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,CZ	: 	0.2852 	0.2779 	0.2856 	0.2544 	0.2445 	0.2328 	0.2225 	0.213 	0.2177 	0.1892 b	0.1031 	0.1028 	0.1021 	0.1039 	0.0948 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,DE	: 	0.2987 	0.2948 	0.286 	0.2773 	0.2709 	0.2572 	0.2418 	0.23 	0.2164 	0.2091 	0.1983 	0.2117 	0.2187 	0.2142 	0.2108 	0.2123 	: 	0.2095 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,DK	: 	0.7481 	0.7409 	0.6882 	0.644 	0.6323 	0.5619 	: 	0.4661 b	0.4121 	0.3892 	0.3721 	0.3583 	0.3687 b	0.2503 	0.2364 	0.2376 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,EE	0.4525 	0.5071 	0.432 	0.4601 	0.4028 	0.3518 	0.388 	0.3196 	0.3349 	0.3085 	0.2978 	0.4238 	0.3745 	0.3847 	0.3414 	0.3217 	0.4582 	0.4763 	0.4377 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,EL	: 	: 	0.4716 	: 	0.433 b	: 	: 	: 	: 	: 	0.3785 	: 	0.3457 	: 	0.3463 	: 	0.481 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,ES	: 	0.3128 	0.3154 	0.3261 	0.3419 	0.3546 	0.3517 	0.3496 	0.3434 	0.3357 	0.3272 	0.3222 	0.3128 	0.2881 	0.3174 	0.2838 	0.226 	: 	0.2209 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,FR	: 	: 	0.2912 e	0.2937 e	0.2951 e	0.1142 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,HR	: 	0.2564 	0.2845 	0.2775 	0.2794 	0.2771 	0.2691 	0.279 	0.267 	0.252 	0.246 	0.2957 	0.2503 	0.4513 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,HU	: 	0.1815 	0.1936 	0.1935 	0.2004 	0.1946 	0.1983 	0.1925 	0.1833 	0.2011 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,IE	: 	0.458 p	0.2766 e	0.3165 	0.2906 e	0.2974 	0.2954 	0.3016 	0.2721 e	0.2645 	0.2541 	0.2447 	0.2186 	0.1856 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,IS	: 	: 	: 	: 	0.6549 b	: 	0.6352 	0.4548 	0.4408 	0.4861 	0.4432 	: 	0.4589 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,IT	: 	0.341 	0.3519 	0.3515 	0.3501 	0.3458 	0.3569 	0.3398 	0.3394 	0.3188 	0.3139 b	0.2769 	0.279 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0845 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,LT	: 	0.474 	0.4945 	0.5089 	0.5209 	0.5783 	0.5603 	0.5901 	0.5641 	0.5375 	0.4855 	0.4488 	0.39 	0.3869 	0.4405 	0.3504 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,LU	: 	: 	0.3001 	0.251 	0.2378 	0.2153 	0.204 	0.1352 	: 	0.0641 	0.0556 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,LV	: 	0.3556 	0.3485 	0.3753 	0.344 	0.3088 	0.311 	0.3536 	0.3755 	0.3347 	0.2852 	0.3417 	0.3113 	0.3066 	0.3186 	0.301 	0.2381 	0.2188 	0.186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,MK	: 	: 	: 	0.119 	0.0913 	0.1079 	0.0749 	0.0851 	0.0947 	0.0951 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,MT	0.2658 p	0.2717 	0.2486 	0.2204 	0.2011 	0.2055 	0.1914 	0.2094 	0.1895 	0.202 	0.1987 	0.1932 	0.1853 	0.1755 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,NL	: 	0.3633 	0.3473 	0.3417 	0.3457 	: 	0.357 	0.3454 	0.3337 	0.3337 	0.3344 	0.3281 	0.3187 	0.3131 	0.3134 	0.3118 	0.3096 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4446 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,PT	: 	0.5553 	0.5758 b	0.5039 	0.4905 	0.4951 	0.5081 	0.4773 b	0.2858 	0.2617 e	0.237 	0.2346 e	0.2302 	0.2171 e	0.2047 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,RO	: 	0.1122 	0.1238 	0.1139 	0.1213 b	0.1106 	0.1052 	0.0966 	0.0776 	0.0794 	0.0696 	0.0741 	0.0732 	0.0573 	0.0432 	0.0332 	0.0286 	0.043 	0.0335 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,SE	: 	: 	0.3625 	: 	0.3563 e	: 	0.3326 e	: 	0.315 	: 	0.3285 b	: 	: 	: 	0.3573 	: 	0.3461 	: 	0.3114 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,SI	: 	0.2743 	0.2958 	0.2952 	0.3139 b	0.2721 	0.2309 	0.197 	0.1837 	0.1892 	0.1825 	0.1256 	0.1234 	0.1446 	0.1619 	0.1615 	0.1402 	0.1306 	0.1285 	0.1908 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,SK	: 	0.3583 	0.3866 	0.3935 	0.4206 	0.4033 	0.3627 	0.3324 	0.3248 	0.3182 	0.2706 	0.2734 	0.222 	0.2052 	0.2226 	0.2206 	0.1926 	0.2095 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_FTE,TR	: 	0.203 e	0.2126 e	0.2146 e	0.1931 e	0.1891 e	0.1933 e	0.1997 e	0.2064 e	0.1855 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,AT	: 	: 	1.0358 	: 	0.9937 	: 	0.923 	: 	0.8477 	0.7849 	: 	0.7179 	: 	0.603 	: 	: 	: 	0.5182 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,BE	: 	: 	0.8809 	0.8794 	0.8803 	0.8505 	0.8526 	0.8254 	0.7952 	0.784 	0.742 	0.7345 	0.6859 	0.6809 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,BG	: 	0.3142 	0.2627 	0.2594 	0.2529 	0.2295 	0.2265 	0.166 	0.1566 	0.125 	0.1286 	0.1145 	0.1048 	0.097 	0.083 	0.0749 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,CH	: 	: 	: 	1.3389 	: 	1.2534 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,CY	: 	0.3222 	0.3466 	0.2828 	0.2822 	0.2449 	0.2335 	0.1926 	0.1983 	0.1976 	0.1975 	0.1708 	0.1327 	0.1118 	0.0899 	0.0817 	0.0797 	0.0777 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,CZ	: 	0.5888 	0.5938 	0.5492 	0.54 	0.5085 	0.5004 	0.4764 	0.4831 	0.4459 	0.4342 	0.3452 	0.3218 	0.3212 	0.3109 	0.3045 	0.2867 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,DE	: 	0.7929 	0.784 	0.7476 	0.7201 	0.7015 	0.6612 	0.6191 	0.5816 	0.5563 	0.5357 	0.4936 	0.5092 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,DK	: 	1.236 	1.357 	1.3007 	1.1148 	1.1876 	1.1444 	: 	0.8304 b	0.755 	0.7598 	0.6797 	0.6251 	0.6231 b	0.4772 	0.4369 	0.4183 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,EA19	: 	0.7029 e	0.7009 	0.6887 e	0.6827 	0.6761 e	0.669 e	0.6511 e	0.6229 e	0.6018 e	0.5799 e	0.5554 e	0.549 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,EE	0.9905 	1.0572 	1.0097 	0.9682 	0.9 	0.8902 	0.8589 	0.8166 	0.8218 	0.7497 	0.7097 	0.7868 	0.7755 	0.746 	0.7292 	0.6711 	0.6506 	0.6902 	0.6289 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,EL	: 	: 	1.2771 	: 	0.987 b	: 	: 	: 	: 	: 	0.8874 	: 	0.7942 	: 	0.8155 	: 	1.1203 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,ES	: 	0.6416 	0.6318 	0.6551 	0.696 	0.7145 	0.6988 	0.684 	0.6889 	0.6819 	0.6593 	0.6598 	0.6733 	0.6689 	0.694 	0.6349 	0.559 	: 	0.5403 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,EU28	: 	0.7268 e	0.7241 	0.7134 e	0.7047 	0.694 e	0.6805 e	0.6602 e	0.6381 e	0.6168 e	0.5989 e	0.5814 e	0.5687 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,FI	: 	1.0938 	1.093 	1.129 	1.137 	1.1271 	1.0863 	1.0588 	1.0741 	1.0512 	0.9605 	0.9396 	0.8978 	0.8448 	0.7664 	0.7206 	0.7375 	0.6741 	0.6326 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,FR	: 	: 	0.4437 e	0.4439 e	0.4464 e	0.4406 e	0.4655 	0.4825 	0.4824 	0.48 	0.4745 	0.4676 	0.4677 	0.486 b	0.4622 e	0.4574 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,HR	: 	0.5341 	0.5754 	0.5675 	0.5849 	0.6142 	0.558 	0.575 	0.5636 	0.5431 	0.5378 	0.6291 	0.6019 	0.5509 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,HU	: 	0.5427 	0.584 	0.5863 	0.6147 	0.6186 	0.6567 	0.6706 	0.6564 	0.6724 	0.7381 	0.7703 	0.7033 	0.6922 	0.6666 	0.6497 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,IE	: 	1.0281 p	0.7958 e	0.7949 	0.8145 e	0.8323 	0.8371 	0.7596 	0.7616 e	0.7751 	0.726 	0.6621 	0.6399 	0.6157 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,IS	1.623 	: 	: 	: 	1.2037 b	: 	0.8667 	0.9209 	0.8924 	0.9773 	0.884 	: 	0.8548 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,IT	: 	0.5983 	0.6405 	0.6601 	0.6626 	0.6627 	0.6932 	0.6806 	0.6836 	0.6426 	0.6295 b	0.5576 	0.5623 	0.5713 	0.5534 	0.5148 	0.4879 	0.4908 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,JP	: 	: 	: 	: 	0.446 	0.4103 	0.3954 	0.3803 	0.3627 	0.3511 	0.3371 	0.3308 	0.3114 	0.2997 	0.2897 	0.2777 	0.2717 	0.2597 	0.2516 	0.2445 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,KR	: 	: 	: 	: 	0.6089 	0.5995 	0.5612 	0.5255 	0.5041 b	0.3473 d	0.3142 d	0.3006 d	0.2965 d	0.2732 d	0.2427 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,LT	: 	1.2732 	1.3164 	1.3273 	1.302 	0.9993 	1.0001 	1.0054 	0.9967 	0.8691 	0.8173 	0.8231 	0.6982 	0.6385 	0.6147 	0.5232 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,LU	: 	: 	0.3286 	0.2773 	0.2592 	0.236 	0.2343 	0.1804 	0.1032 e	0.0989 	0.0674 	: 	0.0291 e	: 	: 	0.0123 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,LV	: 	0.824 	0.7814 	0.8327 	0.723 	0.608 	0.6431 	0.7205 	0.7192 	0.6364 	0.5658 	0.5992 	0.5539 	0.541 	0.5286 	0.5098 	0.4075 	0.355 	0.3072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,MK	: 	: 	: 	0.2632 	0.2392 	0.2358 	0.2242 	0.2527 	0.2823 	0.2852 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,MT	0.7253 p	0.6781 	0.6857 	0.6612 	0.6032 	0.6167 	0.5741 	0.6281 	0.5685 	0.6059 	0.596 	0.5633 	0.544 	0.5265 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,NL	: 	0.4467 	0.4278 	0.4219 	0.4274 	0.4681 	0.4451 	0.4329 	0.4242 	0.4243 	0.4248 	0.433 	0.4246 	0.4172 	0.4213 	0.4184 	0.4143 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,NO	: 	1.3281 	1.2907 	1.2204 	1.2225 	1.2264 	1.2194 	1.1677 	1.1407 	: 	0.9941 	: 	0.8778 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,PL	: 	0.4878 	0.4756 	0.472 	0.4751 	0.4794 	0.4589 	0.4656 	0.4752 	0.4716 	0.4784 	0.5069 	0.5012 	: 	: 	0.4446 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,PT	: 	1.0874 	1.1137 b	0.9753 	0.933 	0.9709 	0.972 	0.9137 b	0.5485 	0.4962 e	0.4428 	0.438 e	0.4295 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,RO	: 	0.2386 	0.2411 	0.2367 	0.2473 b	0.2494 	0.2479 	0.2212 	0.2149 	0.1842 	0.1438 	0.1338 	0.1319 	0.1034 	0.0793 	0.051 	0.0468 	0.0577 	0.0424 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,SE	: 	: 	1.1363 	: 	1.148 	: 	1.0314 	: 	1.0284 	: 	1.008 b	: 	1.0966 	: 	1.1675 	: 	1.0956 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,SI	: 	0.5715 	0.5773 	0.6048 	0.6388 b	0.5951 	0.5288 	0.4959 	0.4478 	0.4553 	0.4362 	0.3142 	0.2956 	0.3639 	0.3894 	0.3931 	0.3687 	0.3356 	0.3359 	0.5366 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,SK	: 	0.6963 	0.7129 	0.7107 	0.739 	0.7008 	0.6568 	0.5696 	0.575 	0.5534 	0.5016 	0.4952 	0.4351 	0.405 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,TR	: 	0.6245 e	0.5642 e	0.568 e	0.5127 e	0.5024 e	0.5159 e	0.533 e	0.5508 e	0.4925 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_ACT_HC,UK	: 	1.0679 e	1.0665 e	1.0548 e	1.0401 e	1.0018 e	0.9749 e	: 	0.9311 	: 	0.8816 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_EMP_FTE,AT	: 	: 	0.3789 	: 	0.3677 	: 	0.3509 	: 	0.3206 	0.2982 	: 	0.2783 	: 	0.2283 	: 	: 	: 	0.1965 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F,TOTAL,HES,PC_EMP_FTE,BE	: 	: 	0.5223 	0.5137 	0.5169 	0.5109 	0.4998 	0.4836 	0.4597 	0.4541 	0.4302 	0.4306 	0.4146 	0.4036 	0.4078 	0.3862 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
